frame,time_s,person_id,kpt_id,kpt_name,x_px,y_px,score,X_m,Y_m,Z_m
0,0.0,0,43,left-thumb-first-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,44,left-thumb-second-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,45,left-thumb-third-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,46,left-index-tip,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,47,left-index-first-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,48,left-index-second-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,49,left-index-third-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,50,left-middle-tip,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,51,left-middle-first-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,52,left-middle-second-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,53,left-middle-third-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,54,left-ring-tip,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,55,left-ring-first-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,56,left-ring-second-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,57,left-ring-third-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,58,left-pinky-tip,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,59,left-pinky-first-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,60,left-pinky-second-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,61,left-pinky-third-joint,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,62,left-wrist,231.39,266.94,1.0,-0.088,-0.048,2.6
0,0.0,0,63,left-olecranon,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,64,right-olecranon,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,65,left-cubital-fossa,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,66,right-cubital-fossa,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,67,left-acromion,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,68,right-acromion,270.0,288.0,0.0,0.0,0.0,2.6
0,0.0,0,69,neck,270.0,144.09,1.0,0.0,-0.328,2.6
1,0.033333,0,0,nose,270.0,116.897,1.0,0.0,-0.392,2.609026
1,0.033333,0,1,left-eye,260.874,107.771,1.0,-0.0208,-0.4128,2.609026
1,0.033333,0,2,right-eye,279.126,107.771,1.0,0.0208,-0.4128,2.609026
1,0.033333,0,3,left-ear,248.94,116.195,1.0,-0.048,-0.3936,2.609026
1,0.033333,0,4,right-ear,291.06,116.195,1.0,0.048,-0.3936,2.609026
1,0.033333,0,5,left-shoulder,231.39,151.997,1.0,-0.088,-0.312,2.609026
1,0.033333,0,6,right-shoulder,308.61,151.997,1.0,0.088,-0.312,2.609026
1,0.033333,0,7,left-elbow,235.192,215.177,1.0,-0.079335,-0.168,2.609026
1,0.033333,0,8,right-elbow,304.808,215.177,1.0,0.079335,-0.168,2.609026
1,0.033333,0,9,left-hip,247.536,288.887,1.0,-0.0512,0.0,2.609026
1,0.033333,0,10,right-hip,292.464,288.887,1.0,0.0512,0.0,2.609026
1,0.033333,0,11,left-knee,241.833,369.617,1.0,-0.064197,0.184,2.609026
1,0.033333,0,12,right-knee,298.167,367.716,1.0,0.064197,0.179668,2.609026
1,0.033333,0,13,left-ankle,235.497,446.837,1.0,-0.078639,0.36,2.609026
1,0.033333,0,14,right-ankle,304.503,443.669,1.0,0.078639,0.352779,2.609026
1,0.033333,0,15,left-big-toe-tip,232.963,458.771,1.0,-0.084416,0.3872,2.609026
1,0.033333,0,16,left-small-toe-tip,224.539,458.771,1.0,-0.103616,0.3872,2.609026
1,0.033333,0,17,left-heel,236.764,457.367,1.0,-0.075751,0.384,2.609026
1,0.033333,0,18,right-big-toe-tip,307.037,455.603,1.0,0.084416,0.379979,2.609026
1,0.033333,0,19,right-small-toe-tip,315.461,455.603,1.0,0.103616,0.379979,2.609026
1,0.033333,0,20,right-heel,303.236,454.199,1.0,0.075751,0.376779,2.609026
1,0.033333,0,21,right-thumb-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,22,right-thumb-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,23,right-thumb-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,24,right-thumb-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,25,right-index-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,26,right-index-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,27,right-index-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,28,right-index-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,29,right-middle-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,30,right-middle-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,31,right-middle-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,32,right-middle-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,33,right-ring-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,34,right-ring-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,35,right-ring-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,36,right-ring-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,37,right-pinky-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,38,right-pinky-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,39,right-pinky-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,40,right-pinky-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,41,right-wrist,300.373,269.094,1.0,0.069226,-0.045112,2.609026
1,0.033333,0,42,left-thumb-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,43,left-thumb-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,44,left-thumb-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,45,left-thumb-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,46,left-index-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,47,left-index-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,48,left-index-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,49,left-index-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,50,left-middle-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,51,left-middle-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,52,left-middle-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,53,left-middle-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,54,left-ring-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,55,left-ring-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,56,left-ring-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,57,left-ring-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,58,left-pinky-tip,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,59,left-pinky-first-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,60,left-pinky-second-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,61,left-pinky-third-joint,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,62,left-wrist,239.627,269.094,1.0,-0.069226,-0.045112,2.609026
1,0.033333,0,63,left-olecranon,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,64,right-olecranon,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,65,left-cubital-fossa,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,66,right-cubital-fossa,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,67,left-acromion,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,68,right-acromion,270.0,288.887,0.0,0.0,0.0,2.6
1,0.033333,0,69,neck,270.0,144.977,1.0,0.0,-0.328,2.609026
2,0.066667,0,0,nose,270.0,117.755,1.0,0.0,-0.392,2.617755
2,0.066667,0,1,left-eye,260.874,108.629,1.0,-0.0208,-0.4128,2.617755
2,0.066667,0,2,right-eye,279.126,108.629,1.0,0.0208,-0.4128,2.617755
2,0.066667,0,3,left-ear,248.94,117.053,1.0,-0.048,-0.3936,2.617755
2,0.066667,0,4,right-ear,291.06,117.053,1.0,0.048,-0.3936,2.617755
2,0.066667,0,5,left-shoulder,231.39,152.855,1.0,-0.088,-0.312,2.617755
2,0.066667,0,6,right-shoulder,308.61,152.855,1.0,0.088,-0.312,2.617755
2,0.066667,0,7,left-elbow,238.869,216.035,1.0,-0.070955,-0.168,2.617755
2,0.066667,0,8,right-elbow,301.131,216.035,1.0,0.070955,-0.168,2.617755
2,0.066667,0,9,left-hip,247.536,289.745,1.0,-0.0512,0.0,2.617755
2,0.066667,0,10,right-hip,292.464,289.745,1.0,0.0512,0.0,2.617755
2,0.066667,0,11,left-knee,236.318,370.475,1.0,-0.076768,0.184,2.617755
2,0.066667,0,12,right-knee,303.682,366.736,1.0,0.076768,0.175477,2.617755
2,0.066667,0,13,left-ankle,223.854,447.695,1.0,-0.105176,0.36,2.617755
2,0.066667,0,14,right-ankle,316.146,441.463,1.0,0.105176,0.345796,2.617755
2,0.066667,0,15,left-big-toe-tip,218.868,459.629,1.0,-0.11654,0.3872,2.617755
2,0.066667,0,16,left-small-toe-tip,210.444,459.629,1.0,-0.13574,0.3872,2.617755
2,0.066667,0,17,left-heel,226.347,458.225,1.0,-0.099495,0.384,2.617755
2,0.066667,0,18,right-big-toe-tip,321.132,453.397,1.0,0.11654,0.372996,2.617755
2,0.066667,0,19,right-small-toe-tip,329.556,453.397,1.0,0.13574,0.372996,2.617755
2,0.066667,0,20,right-heel,313.653,451.993,1.0,0.099495,0.369796,2.617755
2,0.066667,0,21,right-thumb-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,22,right-thumb-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,23,right-thumb-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,24,right-thumb-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,25,right-index-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,26,right-index-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,27,right-index-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,28,right-index-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,29,right-middle-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,30,right-middle-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,31,right-middle-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,32,right-middle-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,33,right-ring-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,34,right-ring-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,35,right-ring-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,36,right-ring-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,37,right-pinky-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,38,right-pinky-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,39,right-pinky-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,40,right-pinky-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,41,right-wrist,292.406,271.178,1.0,0.051069,-0.042318,2.617755
2,0.066667,0,42,left-thumb-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,43,left-thumb-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,44,left-thumb-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,45,left-thumb-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,46,left-index-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,47,left-index-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,48,left-index-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,49,left-index-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,50,left-middle-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,51,left-middle-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,52,left-middle-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,53,left-middle-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,54,left-ring-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,55,left-ring-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,56,left-ring-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,57,left-ring-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,58,left-pinky-tip,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,59,left-pinky-first-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,60,left-pinky-second-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,61,left-pinky-third-joint,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,62,left-wrist,247.594,271.178,1.0,-0.051069,-0.042318,2.617755
2,0.066667,0,63,left-olecranon,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,64,right-olecranon,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,65,left-cubital-fossa,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,66,right-cubital-fossa,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,67,left-acromion,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,68,right-acromion,270.0,289.745,0.0,0.0,0.0,2.6
2,0.066667,0,69,neck,270.0,145.835,1.0,0.0,-0.328,2.617755
3,0.1,0,0,nose,270.0,118.556,1.0,0.0,-0.392,2.625901
3,0.1,0,1,left-eye,260.874,109.43,1.0,-0.0208,-0.4128,2.625901
3,0.1,0,2,right-eye,279.126,109.43,1.0,0.0208,-0.4128,2.625901
3,0.1,0,3,left-ear,248.94,117.854,1.0,-0.048,-0.3936,2.625901
3,0.1,0,4,right-ear,291.06,117.854,1.0,0.048,-0.3936,2.625901
3,0.1,0,5,left-shoulder,231.39,153.656,1.0,-0.088,-0.312,2.625901
3,0.1,0,6,right-shoulder,308.61,153.656,1.0,0.088,-0.312,2.625901
3,0.1,0,7,left-elbow,242.3,216.836,1.0,-0.063135,-0.168,2.625901
3,0.1,0,8,right-elbow,297.7,216.836,1.0,0.063135,-0.168,2.625901
3,0.1,0,9,left-hip,247.536,290.546,1.0,-0.0512,0.0,2.625901
3,0.1,0,10,right-hip,292.464,290.546,1.0,0.0512,0.0,2.625901
3,0.1,0,11,left-knee,231.172,371.276,1.0,-0.088498,0.184,2.625901
3,0.1,0,12,right-knee,308.828,365.821,1.0,0.088498,0.171567,2.625901
3,0.1,0,13,left-ankle,212.989,448.496,1.0,-0.12994,0.36,2.625901
3,0.1,0,14,right-ankle,327.011,439.404,1.0,0.12994,0.339279,2.625901
3,0.1,0,15,left-big-toe-tip,205.716,460.43,1.0,-0.146517,0.3872,2.625901
3,0.1,0,16,left-small-toe-tip,197.292,460.43,1.0,-0.165717,0.3872,2.625901
3,0.1,0,17,left-heel,216.625,459.026,1.0,-0.121652,0.384,2.625901
3,0.1,0,18,right-big-toe-tip,334.284,451.338,1.0,0.146517,0.366479,2.625901
3,0.1,0,19,right-small-toe-tip,342.708,451.338,1.0,0.165717,0.366479,2.625901
3,0.1,0,20,right-heel,323.375,449.934,1.0,0.121652,0.363279,2.625901
3,0.1,0,21,right-thumb-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,22,right-thumb-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,23,right-thumb-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,24,right-thumb-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,25,right-index-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,26,right-index-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,27,right-index-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,28,right-index-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,29,right-middle-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,30,right-middle-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,31,right-middle-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,32,right-middle-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,33,right-ring-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,34,right-ring-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,35,right-ring-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,36,right-ring-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,37,right-pinky-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,38,right-pinky-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,39,right-pinky-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,40,right-pinky-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,41,right-wrist,284.972,273.122,1.0,0.034125,-0.039712,2.625901
3,0.1,0,42,left-thumb-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,43,left-thumb-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,44,left-thumb-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,45,left-thumb-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,46,left-index-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,47,left-index-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,48,left-index-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,49,left-index-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,50,left-middle-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,51,left-middle-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,52,left-middle-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,53,left-middle-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,54,left-ring-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,55,left-ring-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,56,left-ring-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,57,left-ring-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,58,left-pinky-tip,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,59,left-pinky-first-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,60,left-pinky-second-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,61,left-pinky-third-joint,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,62,left-wrist,255.028,273.122,1.0,-0.034125,-0.039712,2.625901
3,0.1,0,63,left-olecranon,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,64,right-olecranon,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,65,left-cubital-fossa,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,66,right-cubital-fossa,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,67,left-acromion,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,68,right-acromion,270.0,290.546,0.0,0.0,0.0,2.6
3,0.1,0,69,neck,270.0,146.636,1.0,0.0,-0.328,2.625901
4,0.133333,0,0,nose,270.0,119.273,1.0,0.0,-0.392,2.633196
4,0.133333,0,1,left-eye,260.874,110.147,1.0,-0.0208,-0.4128,2.633196
4,0.133333,0,2,right-eye,279.126,110.147,1.0,0.0208,-0.4128,2.633196
4,0.133333,0,3,left-ear,248.94,118.571,1.0,-0.048,-0.3936,2.633196
4,0.133333,0,4,right-ear,291.06,118.571,1.0,0.048,-0.3936,2.633196
4,0.133333,0,5,left-shoulder,231.39,154.373,1.0,-0.088,-0.312,2.633196
4,0.133333,0,6,right-shoulder,308.61,154.373,1.0,0.088,-0.312,2.633196
4,0.133333,0,7,left-elbow,245.372,217.553,1.0,-0.056132,-0.168,2.633196
4,0.133333,0,8,right-elbow,294.628,217.553,1.0,0.056132,-0.168,2.633196
4,0.133333,0,9,left-hip,247.536,291.263,1.0,-0.0512,0.0,2.633196
4,0.133333,0,10,right-hip,292.464,291.263,1.0,0.0512,0.0,2.633196
4,0.133333,0,11,left-knee,226.563,371.993,1.0,-0.099003,0.184,2.633196
4,0.133333,0,12,right-knee,313.437,365.001,1.0,0.099003,0.168066,2.633196
4,0.133333,0,13,left-ankle,203.259,449.213,1.0,-0.152117,0.36,2.633196
4,0.133333,0,14,right-ankle,336.741,437.561,1.0,0.152117,0.333443,2.633196
4,0.133333,0,15,left-big-toe-tip,193.937,461.147,1.0,-0.173362,0.3872,2.633196
4,0.133333,0,16,left-small-toe-tip,185.513,461.147,1.0,-0.192562,0.3872,2.633196
4,0.133333,0,17,left-heel,207.92,459.743,1.0,-0.141494,0.384,2.633196
4,0.133333,0,18,right-big-toe-tip,346.063,449.495,1.0,0.173362,0.360643,2.633196
4,0.133333,0,19,right-small-toe-tip,354.487,449.495,1.0,0.192562,0.360643,2.633196
4,0.133333,0,20,right-heel,332.08,448.091,1.0,0.141494,0.357443,2.633196
4,0.133333,0,21,right-thumb-tip,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,22,right-thumb-first-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,23,right-thumb-second-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,24,right-thumb-third-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,25,right-index-tip,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,26,right-index-first-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,27,right-index-second-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,28,right-index-third-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,29,right-middle-tip,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,30,right-middle-first-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,31,right-middle-second-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,32,right-middle-third-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,33,right-ring-tip,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,34,right-ring-first-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,35,right-ring-second-joint,270.0,291.263,0.0,0.0,0.0,2.6
4,0.133333,0,36,right-ring-third-joint,270.0,291.263,0.0,0.0,0.0,2.6
